,from,title,authors,published,journal_ref,summary,pdf_url
65,arxiv,A Convolutional Neural Network for Aspect Sentiment Classification,"Yongping Xing,Chuangbai Xiao,Yifei Wu,Ziming Ding",2018-07-04 09:07:34+00:00,,"With the development of the Internet, natural language processing (NLP), in
which sentiment analysis is an important task, became vital in information
processing.Sentiment analysis includes aspect sentiment classification. Aspect
sentiment can provide complete and in-depth results with increased attention on
aspect-level. Different context words in a sentence influence the sentiment
polarity of a sentence variably, and polarity varies based on the different
aspects in a sentence. Take the sentence, 'I bought a new camera. The picture
quality is amazing but the battery life is too short.'as an example. If the
aspect is picture quality, then the expected sentiment polarity is 'positive',
if the battery life aspect is considered, then the sentiment polarity should be
'negative'; therefore, aspect is important to consider when we explore aspect
sentiment in the sentence. Recurrent neural network (RNN) is regarded as a good
model to deal with natural language processing, and RNNs has get good
performance on aspect sentiment classification including Target-Dependent LSTM
(TD-LSTM) ,Target-Connection LSTM (TC-LSTM) (Tang, 2015a, b), AE-LSTM, AT-LSTM,
AEAT-LSTM (Wang et al., 2016).There are also extensive literatures on sentiment
classification utilizing convolutional neural network, but there is little
literature on aspect sentiment classification using convolutional neural
network. In our paper, we develop attention-based input layers in which aspect
information is considered by input layer. We then incorporate attention-based
input layers into convolutional neural network (CNN) to introduce context words
information. In our experiment, incorporating aspect information into CNN
improves the latter's aspect sentiment classification performance without using
syntactic parser or external sentiment lexicons in a benchmark dataset from
Twitter but get better performance compared with other models.",http://arxiv.org/pdf/1807.01704v1
66,arxiv,Context-Free Transductions with Neural Stacks,"Yiding Hao,William Merrill,Dana Angluin,Robert Frank,Noah Amsel,Andrew Benz,Simon Mendelsohn",2018-09-08 17:04:53+00:00,,"This paper analyzes the behavior of stack-augmented recurrent neural network
(RNN) models. Due to the architectural similarity between stack RNNs and
pushdown transducers, we train stack RNN models on a number of tasks, including
string reversal, context-free language modelling, and cumulative XOR
evaluation. Examining the behavior of our networks, we show that
stack-augmented RNNs can discover intuitive stack-based strategies for solving
our tasks. However, stack RNNs are more difficult to train than classical
architectures such as LSTMs. Rather than employ stack-based strategies, more
complex networks often find approximate solutions by using the stack as
unstructured memory.",http://arxiv.org/pdf/1809.02836v1
67,arxiv,Recurrent Neural Network Language Model Adaptation Derived Document Vector,"Wei Li,Brian Kan Wing Mak",2016-11-01 12:14:02+00:00,,"In many natural language processing (NLP) tasks, a document is commonly
modeled as a bag of words using the term frequency-inverse document frequency
(TF-IDF) vector. One major shortcoming of the frequency-based TF-IDF feature
vector is that it ignores word orders that carry syntactic and semantic
relationships among the words in a document, and they can be important in some
NLP tasks such as genre classification. This paper proposes a novel distributed
vector representation of a document: a simple recurrent-neural-network language
model (RNN-LM) or a long short-term memory RNN language model (LSTM-LM) is
first created from all documents in a task; some of the LM parameters are then
adapted by each document, and the adapted parameters are vectorized to
represent the document. The new document vectors are labeled as DV-RNN and
DV-LSTM respectively. We believe that our new document vectors can capture some
high-level sequential information in the documents, which other current
document representations fail to capture. The new document vectors were
evaluated in the genre classification of documents in three corpora: the Brown
Corpus, the BNC Baby Corpus and an artificially created Penn Treebank dataset.
Their classification performances are compared with the performance of TF-IDF
vector and the state-of-the-art distributed memory model of paragraph vector
(PV-DM). The results show that DV-LSTM significantly outperforms TF-IDF and
PV-DM in most cases, and combinations of the proposed document vectors with
TF-IDF or PV-DM may further improve performance.",http://arxiv.org/pdf/1611.00196v1
68,arxiv,Adaptive Noise Injection: A Structure-Expanding Regularization for RNN,"Rui Li,Kai Shuang,Mengyu Gu,Sen Su",2019-07-25 07:58:08+00:00,,"The vanilla LSTM has become one of the most potential architectures in
word-level language modeling, like other recurrent neural networks, overfitting
is always a key barrier for its effectiveness. The existing noise-injected
regularizations introduce the random noises of fixation intensity, which
inhibits the learning of the RNN throughout the training process. In this
paper, we propose a new structure-expanding regularization method called
Adjective Noise Injection (ANI), which considers the output of an extra RNN
branch as a kind of adaptive noises and injects it into the main-branch RNN
output. Due to the adaptive noises can be improved as the training processes,
its negative effects can be weakened and even transformed into a positive
effect to further improve the expressiveness of the main-branch RNN. As a
result, ANI can regularize the RNN in the early stage of training and further
promoting its training performance in the later stage. We conduct experiments
on three widely-used corpora: PTB, WT2, and WT103, whose results verify both
the regularization and promoting the training performance functions of ANI.
Furthermore, we design a series simulation experiments to explore the reasons
that may lead to the regularization effect of ANI, and we find that in training
process, the robustness against the parameter update errors can be strengthened
when the LSTM equipped with ANI.",http://arxiv.org/pdf/1907.10885v2
69,arxiv,Modeling the spatio-temporal dynamics of land use change with recurrent neural networks,"Guodong Du,Liang Yuan,Kong Joo Shin,Shunsuke Managi",2018-03-29 03:27:50+00:00,,"This study applies recurrent neural networks (RNNs), which are known for its
ability to process sequential information, to model the spatio-temporal
dynamics of land use change (LUC) and to forecast annual land use maps of the
city of Tsukuba, Japan. We develop two categories of RNN models: 1) simple RNN,
which is the basic RNN variant, 2) three RNN variants with advanced gated
architecture: long short-term memory (LSTM), LSTM with peephole connection
(LSTM-peephole), and gated recurrent unit (GRU) models. The four models are
developed using spatio-temporal data with high temporal resolution, annual data
for the periods 2000 to 2010, 2011 and 2012 to 2016 are used for training,
validation and testing, respectively. The predictive performances are evaluated
using classification metrics (accuracy and F1 score) and the map comparison
metrics (Kappa simulation and fuzzy Kappa simulation). The results show that
all RNN models achieve F1 scores higher than 0.55, and Kappa simulations higher
than 0.47. Out of the four RNN models, LSTM and LSTM-peephole models
significantly outperform the other two RNN models. Furthermore, LSTM-peephole
model slightly outperforms the LSTM model. In addition, the results indicate
that the RNN models with gated architecture, which have better ability to model
longer temporal dependency, significantly outperform the simple RNN model.
Moreover, the predictive performance of LSTM-peephole model gradually decreases
with the decrease of temporal sequential length of the training set. These
results demonstrate the benefit of taking temporal dependency into account to
model the LUC process with RNNs.",http://arxiv.org/pdf/1803.10915v2
70,arxiv,Bi-directional LSTM Recurrent Neural Network for Chinese Word Segmentation,"Yushi Yao,Zheng Huang",2016-02-16 00:45:19+00:00,,"Recurrent neural network(RNN) has been broadly applied to natural language
processing(NLP) problems. This kind of neural network is designed for modeling
sequential data and has been testified to be quite efficient in sequential
tagging tasks. In this paper, we propose to use bi-directional RNN with long
short-term memory(LSTM) units for Chinese word segmentation, which is a crucial
preprocess task for modeling Chinese sentences and articles. Classical methods
focus on designing and combining hand-craft features from context, whereas
bi-directional LSTM network(BLSTM) does not need any prior knowledge or
pre-designing, and it is expert in keeping the contextual information in both
directions. Experiment result shows that our approach gets state-of-the-art
performance in word segmentation on both traditional Chinese datasets and
simplified Chinese datasets.",http://arxiv.org/pdf/1602.04874v1
71,arxiv,"Structured in Space, Randomized in Time: Leveraging Dropout in RNNs for Efficient Training","Anup Sarma,Sonali Singh,Huaipan Jiang,Rui Zhang,Mahmut T Kandemir,Chita R Das",2021-06-22 22:44:32+00:00,,"Recurrent Neural Networks (RNNs), more specifically their Long Short-Term
Memory (LSTM) variants, have been widely used as a deep learning tool for
tackling sequence-based learning tasks in text and speech. Training of such
LSTM applications is computationally intensive due to the recurrent nature of
hidden state computation that repeats for each time step. While sparsity in
Deep Neural Nets has been widely seen as an opportunity for reducing
computation time in both training and inference phases, the usage of non-ReLU
activation in LSTM RNNs renders the opportunities for such dynamic sparsity
associated with neuron activation and gradient values to be limited or
non-existent. In this work, we identify dropout induced sparsity for LSTMs as a
suitable mode of computation reduction. Dropout is a widely used regularization
mechanism, which randomly drops computed neuron values during each iteration of
training. We propose to structure dropout patterns, by dropping out the same
set of physical neurons within a batch, resulting in column (row) level hidden
state sparsity, which are well amenable to computation reduction at run-time in
general-purpose SIMD hardware as well as systolic arrays. We conduct our
experiments for three representative NLP tasks: language modelling on the PTB
dataset, OpenNMT based machine translation using the IWSLT De-En and En-Vi
datasets, and named entity recognition sequence labelling using the CoNLL-2003
shared task. We demonstrate that our proposed approach can be used to translate
dropout-based computation reduction into reduced training time, with
improvement ranging from 1.23x to 1.64x, without sacrificing the target metric.",http://arxiv.org/pdf/2106.12089v1
72,arxiv,Advanced LSTM: A Study about Better Time Dependency Modeling in Emotion Recognition,"Fei Tao,Gang Liu",2017-10-27 15:29:09+00:00,,"Long short-term memory (LSTM) is normally used in recurrent neural network
(RNN) as basic recurrent unit. However,conventional LSTM assumes that the state
at current time step depends on previous time step. This assumption constraints
the time dependency modeling capability. In this study, we propose a new
variation of LSTM, advanced LSTM (A-LSTM), for better temporal context
modeling. We employ A-LSTM in weighted pooling RNN for emotion recognition. The
A-LSTM outperforms the conventional LSTM by 5.5% relatively. The A-LSTM based
weighted pooling RNN can also complement the state-of-the-art emotion
classification framework. This shows the advantage of A-LSTM.",http://arxiv.org/pdf/1710.10197v1
73,arxiv,Comparative Study of CNN and RNN for Natural Language Processing,"Wenpeng Yin,Katharina Kann,Mo Yu,Hinrich Schütze",2017-02-07 08:33:35+00:00,,"Deep neural networks (DNN) have revolutionized the field of natural language
processing (NLP). Convolutional neural network (CNN) and recurrent neural
network (RNN), the two main types of DNN architectures, are widely explored to
handle various NLP tasks. CNN is supposed to be good at extracting
position-invariant features and RNN at modeling units in sequence. The state of
the art on many NLP tasks often switches due to the battle between CNNs and
RNNs. This work is the first systematic comparison of CNN and RNN on a wide
range of representative NLP tasks, aiming to give basic guidance for DNN
selection.",http://arxiv.org/pdf/1702.01923v1
74,arxiv,Attend and Diagnose: Clinical Time Series Analysis using Attention Models,"Huan Song,Deepta Rajan,Jayaraman J. Thiagarajan,Andreas Spanias",2017-11-10 16:26:14+00:00,,"With widespread adoption of electronic health records, there is an increased
emphasis for predictive models that can effectively deal with clinical
time-series data. Powered by Recurrent Neural Network (RNN) architectures with
Long Short-Term Memory (LSTM) units, deep neural networks have achieved
state-of-the-art results in several clinical prediction tasks. Despite the
success of RNNs, its sequential nature prohibits parallelized computing, thus
making it inefficient particularly when processing long sequences. Recently,
architectures which are based solely on attention mechanisms have shown
remarkable success in transduction tasks in NLP, while being computationally
superior. In this paper, for the first time, we utilize attention models for
clinical time-series modeling, thereby dispensing recurrence entirely. We
develop the \textit{SAnD} (Simply Attend and Diagnose) architecture, which
employs a masked, self-attention mechanism, and uses positional encoding and
dense interpolation strategies for incorporating temporal order. Furthermore,
we develop a multi-task variant of \textit{SAnD} to jointly infer models with
multiple diagnosis tasks. Using the recent MIMIC-III benchmark datasets, we
demonstrate that the proposed approach achieves state-of-the-art performance in
all tasks, outperforming LSTM models and classical baselines with
hand-engineered features.",http://arxiv.org/pdf/1711.03905v2
75,arxiv,BERT-JAM: Boosting BERT-Enhanced Neural Machine Translation with Joint Attention,"Zhebin Zhang,Sai Wu,Dawei Jiang,Gang Chen",2020-11-09 09:30:37+00:00,,"BERT-enhanced neural machine translation (NMT) aims at leveraging
BERT-encoded representations for translation tasks. A recently proposed
approach uses attention mechanisms to fuse Transformer's encoder and decoder
layers with BERT's last-layer representation and shows enhanced performance.
However, their method doesn't allow for the flexible distribution of attention
between the BERT representation and the encoder/decoder representation. In this
work, we propose a novel BERT-enhanced NMT model called BERT-JAM which improves
upon existing models from two aspects: 1) BERT-JAM uses joint-attention modules
to allow the encoder/decoder layers to dynamically allocate attention between
different representations, and 2) BERT-JAM allows the encoder/decoder layers to
make use of BERT's intermediate representations by composing them using a gated
linear unit (GLU). We train BERT-JAM with a novel three-phase optimization
strategy that progressively unfreezes different components of BERT-JAM. Our
experiments show that BERT-JAM achieves SOTA BLEU scores on multiple
translation tasks.",http://arxiv.org/pdf/2011.04266v1
76,arxiv,BERT-DRE: BERT with Deep Recursive Encoder for Natural Language Sentence Matching,"Ehsan Tavan,Ali Rahmati,Maryam Najafi,Saeed Bibak,Zahed Rahmati",2021-11-03 12:56:13+00:00,,"This paper presents a deep neural architecture, for Natural Language Sentence
Matching (NLSM) by adding a deep recursive encoder to BERT so called BERT with
Deep Recursive Encoder (BERT-DRE). Our analysis of model behavior shows that
BERT still does not capture the full complexity of text, so a deep recursive
encoder is applied on top of BERT. Three Bi-LSTM layers with residual
connection are used to design a recursive encoder and an attention module is
used on top of this encoder. To obtain the final vector, a pooling layer
consisting of average and maximum pooling is used. We experiment our model on
four benchmarks, SNLI, FarsTail, MultiNLI, SciTail, and a novel Persian
religious questions dataset. This paper focuses on improving the BERT results
in the NLSM task. In this regard, comparisons between BERT-DRE and BERT are
conducted, and it is shown that in all cases, BERT-DRE outperforms BERT. The
BERT algorithm on the religious dataset achieved an accuracy of 89.70%, and
BERT-DRE architectures improved to 90.29% using the same dataset.",http://arxiv.org/pdf/2111.02188v2
79,arxiv,Segmented Graph-Bert for Graph Instance Modeling,Jiawei Zhang,2020-02-09 04:55:07+00:00,,"In graph instance representation learning, both the diverse graph instance
sizes and the graph node orderless property have been the major obstacles that
render existing representation learning models fail to work. In this paper, we
will examine the effectiveness of GRAPH-BERT on graph instance representation
learning, which was designed for node representation learning tasks originally.
To adapt GRAPH-BERT to the new problem settings, we re-design it with a
segmented architecture instead, which is also named as SEG-BERT (Segmented
GRAPH-BERT) for reference simplicity in this paper. SEG-BERT involves no
node-order-variant inputs or functional components anymore, and it can handle
the graph node orderless property naturally. What's more, SEG-BERT has a
segmented architecture and introduces three different strategies to unify the
graph instance sizes, i.e., full-input, padding/pruning and segment shifting,
respectively. SEG-BERT is pre-trainable in an unsupervised manner, which can be
further transferred to new tasks directly or with necessary fine-tuning. We
have tested the effectiveness of SEG-BERT with experiments on seven graph
instance benchmark datasets, and SEG-BERT can out-perform the comparison
methods on six out of them with significant performance advantages.",http://arxiv.org/pdf/2002.03283v1
80,arxiv,Incorporating BERT into Neural Machine Translation,"Jinhua Zhu,Yingce Xia,Lijun Wu,Di He,Tao Qin,Wengang Zhou,Houqiang Li,Tie-Yan Liu",2020-02-17 08:13:36+00:00,,"The recently proposed BERT has shown great power on a variety of natural
language understanding tasks, such as text classification, reading
comprehension, etc. However, how to effectively apply BERT to neural machine
translation (NMT) lacks enough exploration. While BERT is more commonly used as
fine-tuning instead of contextual embedding for downstream language
understanding tasks, in NMT, our preliminary exploration of using BERT as
contextual embedding is better than using for fine-tuning. This motivates us to
think how to better leverage BERT for NMT along this direction. We propose a
new algorithm named BERT-fused model, in which we first use BERT to extract
representations for an input sequence, and then the representations are fused
with each layer of the encoder and decoder of the NMT model through attention
mechanisms. We conduct experiments on supervised (including sentence-level and
document-level translations), semi-supervised and unsupervised machine
translation, and achieve state-of-the-art results on seven benchmark datasets.
Our code is available at \url{https://github.com/bert-nmt/bert-nmt}.",http://arxiv.org/pdf/2002.06823v1
82,arxiv,"BERT has a Mouth, and It Must Speak: BERT as a Markov Random Field Language Model","Alex Wang,Kyunghyun Cho",2019-02-11 19:02:27+00:00,,"We show that BERT (Devlin et al., 2018) is a Markov random field language
model. This formulation gives way to a natural procedure to sample sentences
from BERT. We generate from BERT and find that it can produce high-quality,
fluent generations. Compared to the generations of a traditional left-to-right
language model, BERT generates sentences that are more diverse but of slightly
worse quality.",http://arxiv.org/pdf/1902.04094v2
83,arxiv,Multi-passage BERT: A Globally Normalized BERT Model for Open-domain Question Answering,"Zhiguo Wang,Patrick Ng,Xiaofei Ma,Ramesh Nallapati,Bing Xiang",2019-08-22 02:00:53+00:00,,"BERT model has been successfully applied to open-domain QA tasks. However,
previous work trains BERT by viewing passages corresponding to the same
question as independent training instances, which may cause incomparable scores
for answers from different passages. To tackle this issue, we propose a
multi-passage BERT model to globally normalize answer scores across all
passages of the same question, and this change enables our QA model find better
answers by utilizing more passages. In addition, we find that splitting
articles into passages with the length of 100 words by sliding window improves
performance by 4%. By leveraging a passage ranker to select high-quality
passages, multi-passage BERT gains additional 2%. Experiments on four standard
benchmarks showed that our multi-passage BERT outperforms all state-of-the-art
models on all benchmarks. In particular, on the OpenSQuAD dataset, our model
gains 21.4% EM and 21.5% $F_1$ over all non-BERT models, and 5.8% EM and 6.5%
$F_1$ over BERT-based models.",http://arxiv.org/pdf/1908.08167v2
84,arxiv,Multi-CLS BERT: An Efficient Alternative to Traditional Ensembling,"Haw-Shiuan Chang,Ruei-Yao Sun,Kathryn Ricci,Andrew McCallum",2022-10-10 23:15:17+00:00,,"Ensembling BERT models often significantly improves accuracy, but at the cost
of significantly more computation and memory footprint. In this work, we
propose Multi-CLS BERT, a novel ensembling method for CLS-based prediction
tasks that is almost as efficient as a single BERT model. Multi-CLS BERT uses
multiple CLS tokens with a parameterization and objective that encourages their
diversity. Thus instead of fine-tuning each BERT model in an ensemble (and
running them all at test time), we need only fine-tune our single Multi-CLS
BERT model (and run the one model at test time, ensembling just the multiple
final CLS embeddings). To test its effectiveness, we build Multi-CLS BERT on
top of a state-of-the-art pretraining method for BERT (Aroca-Ouellette and
Rudzicz, 2020). In experiments on GLUE and SuperGLUE we show that our Multi-CLS
BERT reliably improves both overall accuracy and confidence estimation. When
only 100 training samples are available in GLUE, the Multi-CLS BERT_Base model
can even outperform the corresponding BERT_Large model. We analyze the behavior
of our Multi-CLS BERT, showing that it has many of the same characteristics and
behavior as a typical BERT 5-way ensemble, but with nearly 4-times less
computation and memory.",http://arxiv.org/pdf/2210.05043v1
85,arxiv,"FoundationLayerNorm: Scaling BERT and GPT to 1,000 Layers",Dezhou Shen,2022-04-09 14:03:28+00:00,,"The mainstream BERT/GPT model contains only 10 to 20 layers, and there is
little literature to discuss the training of deep BERT/GPT. This paper proposes
a simple yet effective method to stabilize BERT and GPT training. We
successfully scale up BERT and GPT to 1,000 layers, which is an order of
magnitude deeper than previous BERT and GPT. The proposed method
FoundationLayerNormalization enables efficient training of deep neural networks
and is validated at the 1000-layer scale.",http://arxiv.org/pdf/2204.04477v1
86,arxiv,BERT's output layer recognizes all hidden layers? Some Intriguing Phenomena and a simple way to boost BERT,"Wei-Tsung Kao,Tsung-Han Wu,Po-Han Chi,Chun-Cheng Hsieh,Hung-Yi Lee",2020-01-25 13:35:34+00:00,,"Although Bidirectional Encoder Representations from Transformers (BERT) have
achieved tremendous success in many natural language processing (NLP) tasks, it
remains a black box. A variety of previous works have tried to lift the veil of
BERT and understand each layer's functionality. In this paper, we found that
surprisingly the output layer of BERT can reconstruct the input sentence by
directly taking each layer of BERT as input, even though the output layer has
never seen the input other than the final hidden layer. This fact remains true
across a wide variety of BERT-based models, even when some layers are
duplicated. Based on this observation, we propose a quite simple method to
boost the performance of BERT. By duplicating some layers in the BERT-based
models to make it deeper (no extra training required in this step), they obtain
better performance in the downstream tasks after fine-tuning.",http://arxiv.org/pdf/2001.09309v2
88,arxiv,POS-BERT: Point Cloud One-Stage BERT Pre-Training,"Kexue Fu,Peng Gao,ShaoLei Liu,Renrui Zhang,Yu Qiao,Manning Wang",2022-04-03 04:49:39+00:00,,"Recently, the pre-training paradigm combining Transformer and masked language
modeling has achieved tremendous success in NLP, images, and point clouds, such
as BERT. However, directly extending BERT from NLP to point clouds requires
training a fixed discrete Variational AutoEncoder (dVAE) before pre-training,
which results in a complex two-stage method called Point-BERT. Inspired by BERT
and MoCo, we propose POS-BERT, a one-stage BERT pre-training method for point
clouds. Specifically, we use the mask patch modeling (MPM) task to perform
point cloud pre-training, which aims to recover masked patches information
under the supervision of the corresponding tokenizer output. Unlike Point-BERT,
its tokenizer is extra-trained and frozen. We propose to use the dynamically
updated momentum encoder as the tokenizer, which is updated and outputs the
dynamic supervision signal along with the training process. Further, in order
to learn high-level semantic representation, we combine contrastive learning to
maximize the class token consistency between different transformation point
clouds. Extensive experiments have demonstrated that POS-BERT can extract
high-quality pre-training features and promote downstream tasks to improve
performance. Using the pre-training model without any fine-tuning to extract
features and train linear SVM on ModelNet40, POS-BERT achieves the
state-of-the-art classification accuracy, which exceeds Point-BERT by 3.5\%. In
addition, our approach has significantly improved many downstream tasks, such
as fine-tuned classification, few-shot classification, part segmentation. The
code and trained-models will be available at:
\url{https://github.com/fukexue/POS-BERT}.",http://arxiv.org/pdf/2204.00989v1
90,arxiv,A Survey on Recognizing Textual Entailment as an NLP Evaluation,Adam Poliak,2020-10-06 22:23:00+00:00,,"Recognizing Textual Entailment (RTE) was proposed as a unified evaluation
framework to compare semantic understanding of different NLP systems. In this
survey paper, we provide an overview of different approaches for evaluating and
understanding the reasoning capabilities of NLP systems. We then focus our
discussion on RTE by highlighting prominent RTE datasets as well as advances in
RTE dataset that focus on specific linguistic phenomena that can be used to
evaluate NLP systems on a fine-grained level. We conclude by arguing that when
evaluating NLP systems, the community should utilize newly introduced RTE
datasets that focus on specific linguistic phenomena.",http://arxiv.org/pdf/2010.03061v1
91,arxiv,NusaCrowd: A Call for Open and Reproducible NLP Research in Indonesian Languages,"Samuel Cahyawijaya,Alham Fikri Aji,Holy Lovenia,Genta Indra Winata,Bryan Wilie,Rahmad Mahendra,Fajri Koto,David Moeljadi,Karissa Vincentio,Ade Romadhony,Ayu Purwarianti",2022-07-21 15:05:42+00:00,,"At the center of the underlying issues that halt Indonesian natural language
processing (NLP) research advancement, we find data scarcity. Resources in
Indonesian languages, especially the local ones, are extremely scarce and
underrepresented. Many Indonesian researchers do not publish their dataset.
Furthermore, the few public datasets that we have are scattered across
different platforms, thus makes performing reproducible and data-centric
research in Indonesian NLP even more arduous. Rising to this challenge, we
initiate the first Indonesian NLP crowdsourcing effort, NusaCrowd. NusaCrowd
strives to provide the largest datasheets aggregation with standardized data
loading for NLP tasks in all Indonesian languages. By enabling open and
centralized access to Indonesian NLP resources, we hope NusaCrowd can tackle
the data scarcity problem hindering NLP progress in Indonesia and bring NLP
practitioners to move towards collaboration.",http://arxiv.org/pdf/2207.10524v2
93,arxiv,An Empirical Survey of Data Augmentation for Limited Data Learning in NLP,"Jiaao Chen,Derek Tam,Colin Raffel,Mohit Bansal,Diyi Yang",2021-06-14 15:27:22+00:00,,"NLP has achieved great progress in the past decade through the use of neural
models and large labeled datasets. The dependence on abundant data prevents NLP
models from being applied to low-resource settings or novel tasks where
significant time, money, or expertise is required to label massive amounts of
textual data. Recently, data augmentation methods have been explored as a means
of improving data efficiency in NLP. To date, there has been no systematic
empirical overview of data augmentation for NLP in the limited labeled data
setting, making it difficult to understand which methods work in which
settings. In this paper, we provide an empirical survey of recent progress on
data augmentation for NLP in the limited labeled data setting, summarizing the
landscape of methods (including token-level augmentations, sentence-level
augmentations, adversarial augmentations, and hidden-space augmentations) and
carrying out experiments on 11 datasets covering topics/news classification,
inference tasks, paraphrasing tasks, and single-sentence tasks. Based on the
results, we draw several conclusions to help practitioners choose appropriate
augmentations in different settings and discuss the current challenges and
future directions for limited data learning in NLP.",http://arxiv.org/pdf/2106.07499v1
94,arxiv,A Survey on Awesome Korean NLP Datasets,Byunghyun Ban,2021-10-17 03:24:05+00:00,,"English based datasets are commonly available from Kaggle, GitHub, or
recently published papers. Although benchmark tests with English datasets are
sufficient to show off the performances of new models and methods, still a
researcher need to train and validate the models on Korean based datasets to
produce a technology or product, suitable for Korean processing. This paper
introduces 15 popular Korean based NLP datasets with summarized details such as
volume, license, repositories, and other research results inspired by the
datasets. Also, I provide high-resolution instructions with sample or
statistics of datasets. The main characteristics of datasets are presented on a
single table to provide a rapid summarization of datasets for researchers.",http://arxiv.org/pdf/2112.01624v2
97,arxiv,End-to-End NLP Knowledge Graph Construction,"Ishani Mondal,Yufang Hou,Charles Jochim",2021-06-02 14:03:06+00:00,,"This paper studies the end-to-end construction of an NLP Knowledge Graph (KG)
from scientific papers. We focus on extracting four types of relations:
evaluatedOn between tasks and datasets, evaluatedBy between tasks and
evaluation metrics, as well as coreferent and related relations between the
same type of entities. For instance, F1-score is coreferent with F-measure. We
introduce novel methods for each of these relation types and apply our final
framework (SciNLP-KG) to 30,000 NLP papers from ACL Anthology to build a
large-scale KG, which can facilitate automatically constructing scientific
leaderboards for the NLP community. The results of our experiments indicate
that the resulting KG contains high-quality information.",http://arxiv.org/pdf/2106.01167v1
98,arxiv,NLP Methods in Host-based Intrusion Detection Systems: A Systematic Review and Future Directions,"Zarrin Tasnim Sworna,Zahra Mousavi,Muhammad Ali Babar",2022-01-20 09:05:34+00:00,,"The Host-Based Intrusion Detection Systems (HIDS) are widely used for
defending against cybersecurity attacks. An increasing number of HIDS have
started leveraging the advances in Natural Language Processing (NLP)
technologies that have shown promising results in precisely detecting low
footprint, zero-day attacks and predict attacker's next steps. We conduct a
systematic review of the literature on NLP-based HIDS in order to build a
systematized body of knowledge. We develop an NLP-based HIDS taxonomy for
comparing the features, techniques, attacks, datasets, and metrics found from
the reviewed papers. We highlight the prevalent practices and the future
research areas.",http://arxiv.org/pdf/2201.08066v1
99,arxiv,Location-based Twitter Filtering for the Creation of Low-Resource Language Datasets in Indonesian Local Languages,"Mukhlis Amien,Chong Feng,Heyan Huang",2022-06-15 01:53:43+00:00,,"Twitter contains an abundance of linguistic data from the real world. We
examine Twitter for user-generated content in low-resource languages such as
local Indonesian. For NLP to work in Indonesian, it must consider local
dialects, geographic context, and regional culture influence Indonesian
languages. This paper identifies the problems we faced when constructing a
Local Indonesian NLP dataset. Furthermore, we are developing a framework for
creating, collecting, and classifying Local Indonesian datasets for NLP. Using
twitter's geolocation tool for automatic annotating.",http://arxiv.org/pdf/2206.07238v1
100,arxiv,Annotated Dataset Creation through General Purpose Language Models for non-English Medical NLP,"Johann Frei,Frank Kramer",2022-08-30 18:42:55+00:00,,"Obtaining text datasets with semantic annotations is an effortful process,
yet crucial for supervised training in natural language processsing (NLP). In
general, developing and applying new NLP pipelines in domain-specific contexts
for tasks often requires custom designed datasets to address NLP tasks in
supervised machine learning fashion. When operating in non-English languages
for medical data processing, this exposes several minor and major,
interconnected problems such as lack of task-matching datasets as well as
task-specific pre-trained models. In our work we suggest to leverage pretrained
language models for training data acquisition in order to retrieve sufficiently
large datasets for training smaller and more efficient models for use-case
specific tasks. To demonstrate the effectiveness of your approach, we create a
custom dataset which we use to train a medical NER model for German texts,
GPTNERMED, yet our method remains language-independent in principle. Our
obtained dataset as well as our pre-trained models are publicly available at:
https://github.com/frankkramer-lab/GPTNERMED",http://arxiv.org/pdf/2208.14493v1
102,arxiv,ParaShoot: A Hebrew Question Answering Dataset,"Omri Keren,Omer Levy",2021-09-23 11:59:38+00:00,,"NLP research in Hebrew has largely focused on morphology and syntax, where
rich annotated datasets in the spirit of Universal Dependencies are available.
Semantic datasets, however, are in short supply, hindering crucial advances in
the development of NLP technology in Hebrew. In this work, we present
ParaShoot, the first question answering dataset in modern Hebrew. The dataset
follows the format and crowdsourcing methodology of SQuAD, and contains
approximately 3000 annotated examples, similar to other question-answering
datasets in low-resource languages. We provide the first baseline results using
recently-released BERT-style models for Hebrew, showing that there is
significant room for improvement on this task.",http://arxiv.org/pdf/2109.11314v1
105,arxiv,Attention Is All You Need,"Ashish Vaswani,Noam Shazeer,Niki Parmar,Jakob Uszkoreit,Llion Jones,Aidan N. Gomez,Lukasz Kaiser,Illia Polosukhin",2017-06-12 17:57:34+00:00,,"The dominant sequence transduction models are based on complex recurrent or
convolutional neural networks in an encoder-decoder configuration. The best
performing models also connect the encoder and decoder through an attention
mechanism. We propose a new simple network architecture, the Transformer, based
solely on attention mechanisms, dispensing with recurrence and convolutions
entirely. Experiments on two machine translation tasks show these models to be
superior in quality while being more parallelizable and requiring significantly
less time to train. Our model achieves 28.4 BLEU on the WMT 2014
English-to-German translation task, improving over the existing best results,
including ensembles by over 2 BLEU. On the WMT 2014 English-to-French
translation task, our model establishes a new single-model state-of-the-art
BLEU score of 41.8 after training for 3.5 days on eight GPUs, a small fraction
of the training costs of the best models from the literature. We show that the
Transformer generalizes well to other tasks by applying it successfully to
English constituency parsing both with large and limited training data.",http://arxiv.org/pdf/1706.03762v5
